,headline,current_price,clean_fee,service_fee,occupancy_fee,guest,bedroom,beds,baths,enhanced_clean,self_checkin,rating,review_number,rating_cleanliness,rating_accuracy,rating_communication,rating_location,rating_check_in,rating_value,cancel_policy,cancel_policy_code,location_approx,location_code,type,type_code,amenity_number,free_P_on_property,private_entrance,pets,kitchen,security_camera,co_alarm,scenic_number,host_join_year,host_review,identity_veified,superhost,response_rate,response_time,res_time_code,additional_language
5782,The Guest Suite at Highpoint Farm,99,8,29,39,2,1,1,1,1,1,4.94,353,4.9,5,5,4.9,5,5,1 day before check in,5,Nashville,22,entire home,1,22,1,1,0,0,1,1,0,2015,353,1,1,100,within an hour,1,0
5783,Comfortable 1 BR Apt near Midtown,204,25,61,77,4,1,1,1,1,1,4.75,52,4.8,4.9,5,4.9,4.9,4.7,1 day before check in,5,Nashville,22,entire home,1,37,0,1,0,1,1,1,0,2021,614,1,1,100,within an hour,1,0
5784,Walk to Broadway- Poolside- Balcony-Free Parking,199,130,75,56,4,1,3,1,1,1,4.94,31,5,5,5,5,5,5,1 day before check in,5,Nashville,22,entire home,1,56,1,0,0,1,0,1,0,2017,68,1,1,100,within an hour,1,0
5785,"Walk to Broadway , downtown bars & restaurants",192,95,68,84,4,1,2,1,1,1,4.4,48,4.3,4.5,4.5,5,4.6,4.6,5 days before check in,4,Nashville,22,entire home,1,37,0,0,0,1,0,1,0,2016,48,1,0,100,within an hour,1,0
5786,"Heart of Nashville, Clean & Comfortable, King Bed",185,75,63,79,4,1,2,1,1,1,4.98,298,5,5,5,5,5,5,30 days before check in,2,Nashville,22,entire home,1,36,1,1,0,1,1,1,0,2016,527,1,1,100,within an hour,1,0
5787,"Lux Gatsby Penthouse, blocks Broadway/Gultch",219,129,80,99,3,1,1,1,1,1,4.98,51,4.9,5,5,5,4.9,4.9,48 hours after booking,1,Nashville,22,entire home,1,57,0,0,0,1,0,1,1,2017,320,1,1,98,within an hour,1,0
5788,Downtown Music City (Broadway and 2nd ave),230,80,76,94,4,1,3,1,1,1,4.79,95,4.8,4.9,5,5,4.8,4.8,48 hours after booking,1,Nashville,22,entire home,1,28,1,0,0,1,0,1,0,2019,133,1,1,100,within an hour,1,0
5789,Nice Huge Studio Dwntwn/Grmntwn/Buc,175,65,59,74,2,1,1,1,1,0,4.8,125,4.9,4.8,4.9,4.6,4.8,4.7,48 hours after booking,1,Nashville,22,entire home,1,33,1,1,0,1,0,0,0,2014,2829,0,0,96,within an hour,1,0
5790,"Modern Guest Suite: Private, Clean & Convenient",100,50,35,46,2,1,1,1,1,1,4.96,138,5,5,5,4.9,5,5,5 days before check in,4,Nashville,22,entire home,1,52,1,1,0,1,0,1,0,2013,79,1,1,99,,1,0
5791,The Cozy Cottage and The Coop,117,75,43,56,3,1,2,1,1,1,4.86,21,5,5,5,4.9,5,4.9,5 days before check in,4,Nashville,22,entire home,1,51,1,1,0,1,1,1,0,2018,21,1,1,100,within an hour,1,0
5792,East Nashville - The Heart of 5 Points,106,70,40,52,4,1,2,1,0,1,4.62,311,4.7,4.7,4.8,4.9,4.9,4.7,no free cancel,0,Nashville,22,entire home,1,26,1,0,0,1,0,1,0,2016,311,0,0,100,within an hour,1,0
5793,NEW 1 bd/1 br in heart of trendy East Nashville,180,60,59,75,3,1,2,1,1,1,5,79,5,5,5,5,5,5,1 day before check in,5,Nashville,22,entire home,1,35,1,1,0,1,0,1,0,2012,79,1,1,100,within an hour,1,0
5794,Burnham 247 The Vinyl Suite WALK TO BROADWAY!,245,75,80,99,4,1,1,1,0,1,4.48,129,4.5,4.7,4.7,4.9,4.4,4.6,no free cancel,0,Nashville,22,entire home,1,33,1,1,0,1,0,1,0,2020,468,1,0,100,within an hour,1,0
5795,Elliston House #2,133,58.33,26.67,31.75,4,1,2,1,1,1,4.48,120,4.7,4.6,4.8,4.8,4.9,4.4,no free cancel,0,Nashville,22,entire home,1,43,1,1,1,1,1,1,0,2013,4923,1,0,100,within an hour,1,0
5796,Lofts on Louise #6,134,58.33,26.67,31.75,4,1,2,1,1,1,4.64,278,4.7,4.8,4.8,4.9,4.9,4.7,no free cancel,0,Nashville,22,entire home,1,44,1,1,1,1,1,1,0,2013,4923,1,0,100,within an hour,1,0
5797,5* Downtown Comfy 1 br. WALK to it all & FREE park,299,100,99,121,4,1,2,1,1,1,4.98,98,5,5,5,5,5,4.9,48 hours after booking,1,Nashville,22,entire home,1,38,1,1,0,1,1,1,0,2014,290,1,1,100,within an hour,1,0
5798,Sonder *Free Parking* Studio + Terrace,141,65,0,32,2,1,1,1,1,1,4.56,89,4.7,4.8,4.7,4.7,4.8,4.6,48 hours after booking,1,Nashville,22,room,2,28,0,0,0,1,0,0,0,2018,1661,1,0,100,within an hour,1,2
5799,Walk Everywhere from this Hip and Historic Downtown Condo,213,80,71,124,4,1,2,1,1,0,4.91,138,4.9,4.9,4.9,4.9,4.9,4.8,48 hours after booking,1,Nashville,22,entire home,1,20,0,0,0,1,1,1,0,2016,269,1,1,100,within an hour,1,0
5800,Eco-Friendly Tiny House Nashville 10-Mins to DWTN,119,40,39,51,2,1,1,1,1,1,4.96,354,5,5,5,4.9,5,4.9,1 day before check in,5,Nashville,22,entire home,1,34,1,1,0,1,0,1,0,2016,354,1,1,100,within an hour,1,0
5801,Sunshine Daydream 1 bdrm. (Near Opry and Downtown),77,60,30,40,3,1,2,1,1,1,4.82,321,4.8,4.9,4.9,4.9,4.9,4.9,5 days before check in,4,Nashville,22,entire home,1,39,1,1,0,1,0,1,0,2010,648,1,0,100,within an hour,1,3
5802,Perfect Ten-nessee Studio in Twelve South,178,50,57,72,2,1,1,1,1,0,4.83,318,4.9,4.9,4.9,4.9,5,4.8,5 days before check in,4,Nashville,22,entire home,1,18,1,0,0,1,1,1,0,2014,1471,1,1,97,within an hour,1,0
5803,"Admire Skyline Views of Music City from a Hip, Airy Condo",135,110,54,68,4,1,2,1,1,0,4.86,73,4.8,4.9,4.9,4.9,4.9,4.8,5 days before check in,4,Nashville,22,entire home,1,20,1,0,0,1,1,1,0,2015,200,1,1,100,within an hour,1,0
5804,Unbeatable Downtown Pool Side Condo ONSITE PARKING,212,65.25,40,50.12,5,1,3,1,1,1,4.92,182,4.8,4.9,5,5,4.8,4.9,no free cancel,0,Nashville,22,entire home,1,42,1,0,0,1,1,1,0,2013,385,1,1,100,within an hour,1,0
5805,The Rad Pad on 2nd Ave | Downtown Nashville (NEW),225,75,74,92,4,1,2,1,1,1,5,9,5,4.9,5,5,4.8,4.9,48 hours after booking,1,Nashville,22,entire home,1,55,1,1,0,1,1,1,2,2014,437,1,1,100,within an hour,1,0
5806,Truly Central East Nashville Private Cozy Cottage,121,80,45,58,2,1,1,1,1,1,4.92,236,5,5,5,4.8,5,4.9,5 days before check in,4,Nashville,22,entire home,1,37,1,0,0,1,0,1,0,2010,236,1,1,100,within an hour,1,0
5807,Treasure Nashville - Luxury Downtown Experience,195,115,71,89,4,1,1,1,1,1,4.93,30,4.9,4.9,4.8,5,4.9,4.8,30 days before check in,2,Nashville,22,entire home,1,52,0,0,0,1,0,1,1,2021,30,1,1,100,within an hour,1,0
5808,Perfectly located 12th South Carriage House,148,80,53,67,2,1,1,1,1,0,5,17,5,5,5,5,5,4.9,1 day before check in,5,Nashville,22,entire home,1,41,0,1,0,1,0,1,0,2014,17,1,1,100,within an hour,1,0
5809,Cottage in a Japanese Garden in East Nashville,159,55,53,67,4,1,1,2,1,1,4.98,163,5,5,5,5,5,4.9,5 days before check in,4,Nashville,22,entire home,1,36,0,1,0,1,0,1,0,2017,163,1,1,100,within an hour,1,0
5810,Gulch Condo! Stay Where the Fun is! 🎸🎵🎶,224,100,77,96,4,1,2,2,1,1,4.81,53,4.9,4.9,4.9,5,4.9,4.9,5 days before check in,4,Nashville,22,entire home,1,33,0,0,0,1,1,1,0,2018,1343,1,1,100,within an hour,1,0
5811,SEW Chic Lux Suite New Downtown Condo Nashville,223,125,80,99,4,1,2,1,1,1,4.94,33,5,5,5,5,4.9,4.9,30 days before check in,2,Nashville,22,entire home,1,54,1,0,0,1,0,1,0,2021,33,1,1,100,within an hour,1,0
5812,Downtown Nashville Apartment,235,100,80,99,2,2,1,1,1,1,4.91,34,4.9,4.9,4.9,5,4.8,4.8,1 day before check in,5,Nashville,22,entire home,1,32,1,1,0,1,0,1,0,2019,34,1,1,100,within an hour,1,0
5813,Inglewood/E Nashville Bungalo,74,50,28,38,4,1,1,1,1,1,4.88,505,4.8,4.9,5,4.9,5,4.9,5 days before check in,4,Nashville,22,entire home,1,30,1,0,0,1,0,0,0,2015,505,1,1,100,within an hour,1,3
5814,Blissful Boho Guest Suite,103,15,31,42,2,1,1,1,1,1,4.93,123,4.9,4.9,5,4.8,5,4.9,1 day before check in,5,Nashville,22,entire home,1,22,1,1,0,0,0,1,0,2014,143,1,1,100,within an hour,1,0
5815,Sonder at Village 21 | One-Bedroom Apartment w/ Balcony,158,42.92,18.67,16.5,4,1,2,1,1,1,4.75,55,4.8,4.8,4.8,4.8,4.8,4.5,no free cancel,0,Nashville,22,entire home,1,32,0,0,0,1,0,1,0,2018,1661,1,0,100,within an hour,1,2
5816,DOWNTOWN Condo: Walk Everywhere!!,205,95,71,89,4,1,1,1,1,1,4.85,111,4.9,4.9,5,4.9,5,4.7,5 days before check in,4,Nashville,22,entire home,1,32,0,0,0,1,1,1,0,2016,111,1,1,100,within an hour,1,0
5817,Near Oprymills Mall - Private Guesthouse Retreat,95,50,34,45,2,1,1,1,1,1,4.99,133,5,5,5,5,5,5,1 day before check in,5,Nashville,22,entire home,1,33,1,1,0,1,0,1,0,2017,133,1,1,100,within an hour,1,0
5818,Vintage duplex bungalow loaded with charm,143,0,40,52,2,1,1,1,1,1,4.94,726,5,5,5,5,5,4.9,1 day before check in,5,Nashville,22,entire home,1,31,1,1,0,1,0,0,0,2015,726,1,1,100,within an hour,1,0
5819,Pool View Flat in the Gulch!,219,100,76,94,3,1,1,1,1,1,4.78,108,4.8,4.9,4.8,5,4.7,4.8,5 days before check in,4,Nashville,22,entire home,1,44,0,0,0,1,0,1,0,2019,736,0,1,100,within a few hours,2,0
5820,Elegant 1BR in historic Music Row!,165,100,61,76,3,1,2,1,0,1,4.84,166,4.9,4.9,5,4.9,5,4.8,no free cancel,0,Nashville,22,entire home,1,34,1,1,0,1,0,1,0,2015,843,1,1,100,within an hour,1,1
5821,Awesome Guesthouse in 12South! • Mins to Downtown!,218,110,77,95,4,1,2,2,1,1,4.86,236,4.8,4.9,4.9,5,5,4.8,5 days before check in,4,Nashville,22,entire home,1,43,0,1,0,1,1,1,0,2013,8866,1,0,100,within a few hours,2,0
5822,The McGavock Loft - Near Gaylord Opryland Hotel,126,56,43,56,2,1,2,1,1,1,5,77,5,5,5,5,5,5,5 days before check in,4,Nashville,22,entire home,1,25,1,1,0,0,1,1,0,2019,86,1,1,100,within an hour,1,0
5823,♡ babecave by braidbabes ♡ walk to broadway ♡,215,100,75,93,4,1,2,1,1,0,4.82,39,4.7,4.9,4.6,5,4.4,4.7,1 day before check in,5,Nashville,22,entire home,1,50,1,1,0,1,0,1,0,2021,39,1,1,100,within an hour,1,0
5824,Modern Downtown Loft >> BEST LOCATION!! 408,210,75,70,87,4,2,2,1,1,1,4.89,279,4.9,4.9,4.9,5,4.9,4.8,48 hours after booking,1,Nashville,22,entire home,1,32,0,1,1,1,0,1,0,2016,9384,1,1,100,within an hour,1,0
5825,⇥Roof Lounge ✯ BBQ ✯ Firepit ✯ GYM+Pool ✯ Balcony,182,180,77,95,5,1,3,1,1,1,5,5,5,4.8,5,5,5,4.6,48 hours after booking,1,Nashville,22,entire home,1,45,0,1,0,1,0,1,0,2016,5,1,0,100,within an hour,1,0
5826,Studio Loft ❤ of the Gulch!,220,100,76,94,4,2,2,1,1,1,4.92,72,4.9,4.9,4.9,5,4.9,4.8,5 days before check in,4,Nashville,22,entire home,1,32,0,0,0,1,1,1,0,2018,1343,1,1,100,within an hour,1,0
5827,BLACK SWAN | Instagram-able | Luxurious,204,95,71,88,4,1,2,1,1,1,4.86,37,4.8,5,4.8,5,4.8,4.8,5 days before check in,4,Nashville,22,entire home,1,35,1,0,0,1,0,1,0,2014,1831,1,0,100,within an hour,1,0
5828,"Private entrance, close to East Nash/Downtown!",50,55,22,31,2,1,1,1,1,1,4.9,131,5,4.9,5,4.8,5,4.9,5 days before check in,4,Nashville,22,room,2,46,1,1,0,0,0,1,0,2015,131,1,1,100,within an hour,1,1
5829,A Wooded Retreat,99,85,40,52,4,1,2,1,1,1,5,64,5,5,5,5,5,5,5 days before check in,4,Nashville,22,entire home,1,41,1,1,0,1,0,1,0,2020,64,1,1,100,within an hour,1,0
5830,Elliston House #6,126,58.33,26.67,31.75,4,1,2,1,1,1,4.54,345,4.6,4.7,4.8,4.8,4.9,4.6,no free cancel,0,Nashville,22,entire home,1,45,1,1,1,1,1,1,0,2013,4923,1,0,100,within an hour,1,0
5831,Weho Milliner's Loft,152,70,53,67,2,1,1,1,1,1,4.9,54,4.8,4.9,5,4.9,5,4.9,1 day before check in,5,Nashville,22,entire home,1,31,1,1,0,1,1,1,0,2012,54,1,1,100,within an hour,1,0
5832,Modern Cottage East Nashville,98,60,36,47,2,1,1,1,1,0,4.94,306,5,5,5,4.9,5,4.9,5 days before check in,4,Nashville,22,entire home,1,38,0,1,0,1,0,0,0,2014,306,1,1,100,within an hour,1,0
5833,"Coco's Cabin, Pets Stay FREE, near Nashville",134,75,48,62,4,1,2,1,1,1,5,18,5,5,5,5,5,5,1 day before check in,5,Nashville,22,entire home,1,30,1,1,1,1,0,1,0,2016,396,1,1,100,within an hour,1,0
5834,Downtown & Cozy - DOWNTOWN APT,229,95,78,97,4,1,2,1,1,1,4.85,143,4.9,4.9,4.9,5,4.8,4.8,30 days before check in,2,Nashville,22,entire home,1,36,0,0,0,1,0,0,0,2016,385,1,0,100,within an hour,1,1
5835,Stylish 1BR in historic Music Row!,165,100,61,76,4,1,2,1,1,1,4.83,222,4.8,4.9,5,4.9,5,4.7,1 day before check in,5,Nashville,22,entire home,1,33,1,1,0,1,0,1,0,2015,843,1,1,100,within an hour,1,1
5836,Chic and Cozy Downtown Condo,200,80,68,118,4,1,2,1,1,1,4.78,63,4.9,4.9,4.8,4.9,4.9,4.7,48 hours after booking,1,Nashville,22,entire home,1,30,0,1,0,1,0,1,0,2016,269,1,1,100,within an hour,1,0
5837,Charming East Nashville Studio w/ Private Patio,79,20,25,34,2,1,1,1,1,1,4.94,209,5,5,5,4.9,5,5,5 days before check in,4,Nashville,22,room,2,26,1,1,0,0,0,1,0,2015,209,1,1,100,within an hour,1,0
5838,Modern Studio on Nashville's Famous Music Row 23,179,70,60,76,2,1,1,1,1,1,4.84,119,4.8,4.9,5,4.9,4.9,4.7,48 hours after booking,1,Nashville,22,entire home,1,32,1,0,1,1,0,1,0,2016,9384,1,1,100,within an hour,1,0
5839,Lovely East Nashville Private Suite,123,75,45,58,2,1,1,1,1,1,4.98,351,5,5,5,5,5,5,48 hours after booking,1,Nashville,22,entire home,1,29,1,1,0,0,0,1,0,2015,351,1,1,100,within an hour,1,0
5840,West Nashville studio apartment,143,57.33,44.33,53.75,2,1,1,1,1,1,4.95,258,4.8,5,5,5,5,4.9,no free cancel,0,Nashville,22,entire home,1,29,1,1,1,0,0,1,0,2016,999,1,1,100,within an hour,1,0
5841,Historic & Modern~1865 Tobacco Warehouse~City View,189,90,66,82,4,1,1,1,1,0,4.56,78,4.9,4.7,4.7,4.7,4.9,4.7,5 days before check in,4,Nashville,22,entire home,1,32,1,1,0,1,1,1,0,2017,192,1,0,82,within a day,3,2
5842,Private Entrance into Master Suite With Bathroom!,71,55,28,38,3,1,1,1,1,1,4.92,308,4.9,5,5,4.9,5,4.9,48 hours after booking,1,Nashville,22,room,2,39,1,1,1,0,0,1,0,2017,308,1,1,100,within an hour,1,2
5843,Treehouse Apartment - Located in historic Belmont,191,90,67,83,3,1,2,1,1,1,4.97,192,5,5,5,5,5,4.8,5 days before check in,4,Nashville,22,entire home,1,35,1,1,0,1,0,1,0,2017,192,1,1,100,within an hour,1,0
5844,Lofts on Louise #1,128,58.75,26.67,31.75,4,1,1,1,0,1,4.62,52,4.6,4.8,4.7,4.8,4.9,4.6,no free cancel,0,Nashville,22,entire home,1,42,1,0,1,1,1,1,0,2013,4923,1,0,100,within an hour,1,0
5845,Lakeside Luxury,90,25,29,33,3,1,1,1,1,1,4.95,222,4.9,5,5,4.9,5,5,48 hours after booking,1,Nashville,22,entire home,1,37,1,1,0,1,0,1,0,2015,388,1,1,100,within an hour,1,0
5846,Downtown Lux Living. Park Free in Music City!,173,83.75,46,53.5,4,1,2,1,1,0,4.95,6,4.8,4.9,4.9,4.9,4.9,4.8,no free cancel,0,Nashville,22,entire home,1,53,1,0,0,1,0,0,0,2021,0,1,0,100,within an hour,1,0
5847,Private studio apt in South Hillsboro-West End,89,35,30,40,2,1,1,1,1,1,5,97,5,5,5,5,5,5,5 days before check in,4,Nashville,22,room,2,28,1,1,0,1,1,1,0,2015,97,1,1,100,within an hour,1,0
5848,Swanky Midtown Studio-GREAT Location!!,129,50,43,56,2,1,1,1,0,0,4.76,17,4.5,4.8,4.9,4.9,4.7,4.5,no free cancel,0,Nashville,22,entire home,1,40,0,0,0,1,0,1,0,2018,47,1,1,100,within an hour,1,0
5849,Cute East Nashville Pad,135,85,50,64,5,2,2,1,0,1,4.91,273,4.9,4.9,5,4.7,5,4.9,no free cancel,0,Nashville,22,entire home,1,36,1,0,0,1,0,1,0,2015,273,1,1,100,within an hour,1,0
5850,"DT Nash! Broadway, Gulch, Free Parking, Mini Bar!",227,150,85,105,6,1,2,1,1,1,5,17,4.9,4.9,4.9,4.9,4.9,4.9,5 days before check in,4,Nashville,22,entire home,1,54,0,0,0,1,0,0,1,2021,17,1,0,100,within an hour,1,0
5851,Vanderbilt-Belmont Morris House,110,20,34,45,2,1,1,2,1,1,5,130,5,5,5,5,5,4.9,1 day before check in,5,Nashville,22,room,2,47,0,0,0,1,0,0,0,2017,130,1,0,100,within an hour,1,0
5852,Private Apartment in beautiful Home,104,75,40,52,4,1,2,1,1,1,4.9,502,5,4.9,4.9,4.9,4.9,4.9,5 days before check in,4,Nashville,22,entire home,1,32,1,1,0,0,0,1,0,2015,645,0,1,100,within an hour,1,0
5853,"Wooded Cabin Retreat w/Pool+Hot Tub, 30min to Nash",165,95,60,66,2,1,1,1,1,1,5,69,5,5,5,5,5,5,5 days before check in,4,Nashville,22,entire home,1,41,1,1,0,1,0,1,0,2016,69,1,1,100,within an hour,1,0
5854,Charming two bedroom place near the Grand Ole Opry,150,60,51,65,4,2,2,1,1,1,4.99,83,5,4.9,5,4.9,5,4.9,1 day before check in,5,Nashville,22,entire home,1,47,1,1,0,1,0,0,0,2017,83,1,1,100,within an hour,1,0
5855,Enter The Wu-Tang Floor Plan,99,50,35,46,4,2,2,1,1,1,4.92,215,4.9,4.9,5,4.9,5,4.9,5 days before check in,4,Nashville,22,entire home,1,55,1,1,0,0,1,1,0,2018,289,1,1,100,within an hour,1,0
5856,Pool view! Walk Downtown Broadway/w free parking!,215,125,78,59,3,1,1,1,1,1,4.92,61,4.8,4.9,4.9,5,4.7,4.8,48 hours after booking,1,Nashville,22,entire home,1,43,1,1,0,1,0,0,0,2016,121,1,1,100,within an hour,1,0
5857,Convenient Music Row|Midtown Nashville Apartment,163,80,57,72,2,1,1,1,1,1,4.94,153,5,5,5,4.9,5,4.8,48 hours after booking,1,Nashville,22,entire home,1,24,1,0,0,1,0,1,0,2015,344,1,1,100,within an hour,1,0
5858,Stylish Luxury Apt Steps From Broadway- Self ✔️ In,158,89.25,28.33,61,5,1,1,1,1,1,4.82,22,5,4.9,4.6,5,4.4,4.8,no free cancel,0,Nashville,22,entire home,1,50,0,0,0,1,1,1,0,2021,24,1,1,90,within an hour,1,0
5859,TREETOP LOFT Romantic Retreat,154,35,48,62,2,1,1,1,0,1,4.87,626,4.7,4.9,5,4.9,5,4.8,no free cancel,0,Nashville,22,entire home,1,35,1,1,1,0,0,1,1,2015,626,1,1,100,within an hour,1,1
5860,Valentino's Retreat,135,0,38,58,4,1,2,1,1,0,5,63,5,5,4.9,5,5,4.9,48 hours after booking,1,Nashville,22,entire home,1,29,1,0,0,1,0,0,0,2010,63,1,1,100,within an hour,1,0
5861,Minimalist hidden gem 💎 | DOWNTOWN- POOL VIEW🏊‍♂️,215,175,85,105,3,1,2,1,1,0,4.31,13,4.8,4.5,4.7,4.7,4.3,4.1,30 days before check in,2,Nashville,22,entire home,1,17,0,0,0,1,0,0,0,2017,16,0,1,100,within an hour,1,0
5862,Private & Spacious East Nashville Loft,143,90,53,67,2,1,1,1,1,1,4.99,113,5,5,5,5,5,5,5 days before check in,4,Nashville,22,entire home,1,42,0,1,0,1,0,1,0,2013,184,1,1,100,within an hour,1,0
5863,A Night in NASHVEGAS!!,297,85,96,117,4,1,2,1,1,1,4.94,86,4.9,5,5,5,4.8,4.9,5 days before check in,4,Nashville,22,entire home,1,52,1,0,0,1,1,0,0,2020,86,1,1,100,within an hour,1,0
5864,"The Little Phoenix on Fatherland, Hip Home Mid-Century Flair",175,65,59,74,3,1,1,1,1,0,4.93,171,4.9,4.9,4.9,4.9,4.9,4.8,30 days before check in,2,Nashville,22,entire home,1,19,1,0,0,1,1,1,0,2016,245,0,1,100,within an hour,1,0
5865,"'Koala Motel' - lovely, private, East Nashville.",69,45,26,35,2,1,1,1,1,0,4.92,140,5,4.9,5,4.9,5,4.9,5 days before check in,4,Nashville,22,entire home,1,22,1,1,0,0,0,0,0,2017,140,1,1,100,within an hour,1,0
5866,Modern Suite with Vintage Vibes Close to Downtown,130,50,44,56,4,1,1,1,1,1,4.94,143,5,5,5,4.7,5,4.9,48 hours after booking,1,Nashville,22,entire home,1,26,1,1,0,1,1,0,0,2015,143,1,1,100,within an hour,1,0
5867,★ Warm and Cozy 1 BR/1BA with Privacy! #104,169,90,0,65,2,1,1,1,1,1,4.85,13,4.8,4.9,4.9,4.6,4.8,4.7,5 days before check in,4,Nashville,22,entire home,1,33,1,1,0,1,1,1,1,2017,991,1,1,99,within an hour,1,0
5868,Nashville Condo Near Downtown- Walking Distance to Everything!!,257,100,87,106,4,1,2,1,1,1,5,39,5,5,5,4.9,5,4.9,5 days before check in,4,Nashville,22,entire home,1,40,1,1,1,1,0,1,0,2020,39,1,1,100,within an hour,1,0
5869,Historic Loft > As DOWNTOWN as you can get! 402,268,80,87,107,4,1,2,1,1,1,4.89,236,4.8,5,5,5,5,4.8,48 hours after booking,1,Nashville,22,entire home,1,37,0,1,1,1,0,1,0,2016,9384,1,1,100,within an hour,1,0
5870,Mom Upchurch's - perfect for all things Nashville!,179,75,61,77,3,1,2,1,1,1,4.95,120,4.9,5,5,4.9,5,4.9,5 days before check in,4,Nashville,22,entire home,1,44,0,1,0,1,1,1,0,2013,228,1,1,100,within an hour,1,0
5871,East Nashville's Colorful Homestead,110,60,40,51,4,2,2,1,1,1,4.86,225,5,4.9,4.9,4.8,5,4.8,30 days before check in,2,Nashville,22,entire home,1,33,1,1,0,1,0,1,0,2015,225,1,1,100,within a few hours,2,0
5872,The Lillian Hideway - WALK to 5 Points in E. Nash,157,139,64,80,6,1,2,1,0,0,4.52,21,4.6,4.8,4.4,4.8,4.6,4.5,no free cancel,0,Nashville,22,entire home,1,32,1,1,0,1,0,1,0,2016,9252,1,0,99,within an hour,1,0
5873,Beautiful Nashville Guesthouse,149,95,55,70,2,1,1,1,1,1,4.98,392,5,5,5,5,5,4.9,48 hours after booking,1,Nashville,22,entire home,1,43,1,1,0,1,0,0,0,2016,392,1,1,100,within an hour,1,0
5874,Wayside Cottage (East Nashville),149,49,49,62,4,1,1,1,1,1,4.96,295,4.9,5,5,4.8,5,5,5 days before check in,4,Nashville,22,entire home,1,39,1,1,0,1,0,1,0,2015,295,1,1,100,within an hour,1,0
5875,Relaxing & Romantic - The Tree Top View Suite,220,0,62,78,2,1,1,1,1,1,5,43,5,5,5,5,5,5,5 days before check in,4,Nashville,22,entire home,1,32,1,1,0,0,0,1,0,2019,43,1,1,100,within an hour,1,0
5876,Prime DOWNTOWN Riverfront Condo so Near BROADWAY !,179,80,0,67,4,1,2,1,1,1,4.69,101,4.7,4.8,5,4.7,4.9,4.7,30 days before check in,2,Nashville,22,entire home,1,47,1,1,0,1,0,1,0,2014,339,1,1,100,within an hour,1,0
5877,Peaceful Ingleside Hideaway w/ Rooftop Terrace,164,150,67,84,7,2,4,2,1,1,4.96,25,5,4.9,5,4.9,4.9,4.9,5 days before check in,4,Nashville,22,entire home,1,51,1,1,0,1,1,1,1,2021,25,1,1,100,within an hour,1,0
5878,Cozy Private Apartment 15 Mins from Downtown,73,35,26,35,3,1,2,1,1,0,4.94,108,5,5,5,4.9,5,5,5 days before check in,4,Nashville,22,entire home,1,19,1,1,0,0,0,0,0,2012,108,1,1,99,,1,0
5879,"Cali's Cottage, Pets Stay FREE, near Nashville",115,75,43,55,4,2,2,1,1,0,4.99,267,5,5,5,4.9,5,5,5 days before check in,4,Nashville,22,entire home,1,34,1,1,1,1,0,1,0,2016,396,1,1,100,within an hour,1,0
5880,Trendy & Historic Condo | Near Downtown,171,100,62,78,4,1,2,1,1,1,4.83,75,4.9,5,4.9,4.8,4.9,4.8,48 hours after booking,1,Nashville,22,entire home,1,37,1,1,0,1,0,1,0,2017,76,1,1,100,within an hour,1,1
5881,Cozy Guesthouse in 12 S Neighborhood,133,73,48,61,3,1,2,1,1,1,4.9,406,4.9,5,4.9,5,5,4.9,5 days before check in,4,Nashville,22,entire home,1,34,1,1,0,1,0,1,0,2013,8866,1,0,100,within a few hours,2,0
5882,NEW LISTING! Cozy PentHouse-3 blocks from Broadway,219,115,78,97,4,1,1,1,1,1,4.92,83,4.9,4.9,4.9,4.9,4.9,4.8,30 days before check in,2,Nashville,22,entire home,1,26,0,0,0,1,0,1,3,2016,139,1,1,100,within an hour,1,0
5883,BRAND NEW! Vibrant & Exquisite -1 Mile to Downtown,239,75,78,97,4,2,2,1,1,0,4.94,138,4.9,4.9,5,4.9,5,4.9,48 hours after booking,1,Nashville,22,entire home,1,54,1,1,0,1,0,1,0,2017,1510,1,1,100,within an hour,1,0
5884,The McFerrin - Privacy in the Heart of Action,161,65,54,69,4,1,2,1,1,1,5,80,5,5,5,4.9,5,4.9,5 days before check in,4,Nashville,22,entire home,1,35,1,0,0,1,0,1,0,2016,80,1,1,100,within an hour,1,0
5885,Lovely 1BR in historic Music Row!,165,100,61,76,4,1,2,1,1,1,4.84,126,4.9,4.9,5,4.9,5,4.7,1 day before check in,5,Nashville,22,entire home,1,32,1,1,0,1,0,1,0,2015,843,1,1,100,within an hour,1,1
5886,Sunshine Room: 1.5 mi/ $5 Uber to downtown,40,14,13,20,3,1,2,1,0,1,4.56,230,4.7,4.7,4.8,4.4,4.8,4.7,no free cancel,0,Nashville,22,room,2,31,1,0,0,1,1,1,0,2016,1432,1,0,97,within an hour,1,0
5887,"PINK, Pool view, walk to Broadway, FREE PARKING",215,125,78,59,3,1,1,1,1,1,4.9,60,4.8,5,5,5,4.9,4.9,48 hours after booking,1,Nashville,22,entire home,1,40,1,1,0,1,0,0,0,2016,121,1,1,100,within an hour,1,0
5888,Studio Loft with a Pool • Near Downtown!,124,73,45,58,2,1,1,1,1,1,4.57,211,4.7,4.7,4.9,4.7,5,4.6,5 days before check in,4,Nashville,22,entire home,1,39,1,1,0,1,0,1,0,2013,8866,1,0,100,within a few hours,2,0
